,molecule_chembl_id,canonical_smiles
979,CHEMBL3787510,COc1cccc(/C=C2\CN(C)C/C(=C\c3cccc(OC)c3Cl)C2=O)c1Cl
980,CHEMBL3787299,COc1ccc(/C=C2\CN(C)C/C(=C\c3ccc(OC)c(OC)c3Cl)C2=O)c(Cl)c1OC
981,CHEMBL3785375,COc1cc(/C=C2\CN(C)C/C(=C\c3cc(OC)c(OC)c(OC)c3Br)C2=O)c(Br)c(OC)c1OC
983,CHEMBL3787471,COc1ccc(/C=C2\CN(Cc3ccccc3)C/C(=C\c3ccc(OC)c(OC)c3Cl)C2=O)c(Cl)c1OC
985,CHEMBL3786918,COc1cccc(/C=C2\COC/C(=C\c3cccc(OC)c3Cl)C2=O)c1Cl
987,CHEMBL3787119,COc1cc(/C=C2\COC/C(=C\c3cc(OC)c(OC)c(OC)c3Br)C2=O)c(Br)c(OC)c1OC
988,CHEMBL3792618,COc1ccc(NC(C)=O)cc1C(=O)NNC(=O)[C@H](CCCCN)NC(=O)CCOC[C@H]1O[C@@H](OCCCNC(=O)[C@@H](NC(=O)[C@H](C)N)C(C)C)[C@H](O)[C@@H](O)[C@@H]1O
989,CHEMBL3793248,CC(=O)O.COc1ccc(NC(C)=O)cc1C(=O)NNC(=O)[C@H](CCCCN)NC(=O)CCOC[C@H]1OC(OCCCNC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)OC(C)(C)C)C(C)C)[C@H](O)[C@@H](O)[C@@H]1O
990,CHEMBL3793081,COc1ccc(NC(C)=O)cc1C(=O)NNC(=O)[C@H](CCCCN)NC(=O)CCOC[C@H]1OC(OCCCNC(=O)[C@@H](NC(=O)[C@H](C)N)C(C)C)[C@H](O)[C@@H](O)[C@@H]1O
992,CHEMBL3793622,COc1ccc(NC(C)=O)cc1C(=O)NNC(=O)[C@@H](NC(=O)CCOC[C@H]1OC(OCCCNC(=O)[C@@H](NC(=O)[C@H](C)N)C(C)C)[C@H](O)[C@@H](O)[C@@H]1O)C(C)C
993,CHEMBL3545685,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CCOC[C@H]1O[C@@H](OCCCNC(=O)[C@@H](NC(=O)[C@H](C)N)C(C)C)[C@H](O)[C@@H](O)[C@@H]1O)C(C)C
994,CHEMBL3793189,O=C1/C(=C/c2ccccc2)C(c2ccccc2)n2cccc21
995,CHEMBL3793694,COc1cc(C2/C(=C\c3ccc(OCc4ccccc4)c(OCc4ccccc4)c3)C(=O)c3cccn32)ccc1OCc1ccccc1
996,CHEMBL3794066,O=C1/C(=C/c2ccc(O)c(O)c2)C(c2ccccc2)n2cccc21
997,CHEMBL3792740,COc1cc(/C=C2/C(=O)c3cccn3C2c2ccccc2)ccc1O
998,CHEMBL3793919,COc1ccc(C2/C(=C\c3ccc(O)c(O)c3)C(=O)c3cccn32)cc1O
999,CHEMBL3793444,COc1ccc(/C=C2/C(=O)c3cccn3C2c2ccc(OC)c(O)c2)cc1O
1000,CHEMBL3792543,COc1ccc(C2/C(=C\c3ccc(O)c(OC)c3)C(=O)c3cccn32)cc1O
1001,CHEMBL3792514,COc1cc(C2/C(=C\c3ccc(O)c(O)c3)C(=O)c3cccn32)ccc1O
1002,CHEMBL3793743,COc1ccc(/C=C2/C(=O)c3cccn3C2c2ccc(O)c(OC)c2)cc1O
1003,CHEMBL3793926,COc1cc(/C=C2/C(=O)c3cccn3C2c2ccc(O)c(OC)c2)ccc1O
1004,CHEMBL3793963,COc1ccc(/C=C2/C(=O)c3cccn3C2c2ccc(O)c(OC)c2)c(OC)c1
1005,CHEMBL3792595,COc1cc(C2/C(=C\c3cc(OC)c(OC)c(OC)c3)C(=O)c3cccn32)ccc1O
1006,CHEMBL3793449,COc1cc(C2/C(=C\c3cc(OC)c(O)c(OC)c3)C(=O)c3cccn32)ccc1O
1007,CHEMBL3793566,O=C1/C(=C/c2ccc(O)c(O)c2)C(c2ccc(O)c(O)c2)n2cccc21
1008,CHEMBL3793476,COc1cc(/C=C/C(=O)NCCCN(C)Cc2ccccc2)ccc1O
1009,CHEMBL3793017,CCN(CCCNC(=O)/C=C/c1ccc(O)c(OC)c1)Cc1ccccc1
1010,CHEMBL3794260,COc1cc(/C=C/C(=O)NCCCN(C)Cc2ccccc2OC)ccc1O
1011,CHEMBL3794062,CCN(CCCNC(=O)/C=C/c1ccc(O)c(OC)c1)Cc1ccccc1OC
1012,CHEMBL3792591,COc1cc(/C=C/C(=O)NCCCCN(C)Cc2ccccc2)ccc1O
1013,CHEMBL3792466,CCN(CCCCNC(=O)/C=C/c1ccc(O)c(OC)c1)Cc1ccccc1
1014,CHEMBL3793187,COc1cc(/C=C/C(=O)NCCCCN(C)Cc2ccccc2OC)ccc1O
1015,CHEMBL3792769,CCN(CCCCNC(=O)/C=C/c1ccc(O)c(OC)c1)Cc1ccccc1OC
1016,CHEMBL3792814,COc1cc(/C=C/C(=O)NCCCCCCN(C)Cc2ccccc2)ccc1O
1017,CHEMBL3793666,CCN(CCCCCCNC(=O)/C=C/c1ccc(O)c(OC)c1)Cc1ccccc1
1018,CHEMBL3792478,COc1cc(/C=C/C(=O)NCCCCCCN(C)Cc2ccccc2OC)ccc1O
1019,CHEMBL3792491,CCN(CCCCCCNC(=O)/C=C/c1ccc(O)c(OC)c1)Cc1ccccc1OC
1021,CHEMBL3809851,CNC(=O)Oc1ccc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)cc1OC
1022,CHEMBL3809166,CCNC(=O)Oc1ccc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)cc1OC
1023,CHEMBL3809439,CCCNC(=O)Oc1ccc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)cc1OC
1024,CHEMBL3810176,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OC(=O)NC(C)C)c(OC)c2)cc1OC
1025,CHEMBL3808488,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OC(=O)NC3CCCCC3)c(OC)c2)cc1OC
1026,CHEMBL3809456,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OC(=O)N(C)C)c(OC)c2)cc1OC
1027,CHEMBL3809269,CCN(CC)C(=O)Oc1ccc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)cc1OC
1028,CHEMBL3808507,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(N3CCCCC3)c(OC)c2)cc1OC
1032,CHEMBL3810217,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OC(=O)N[C@@H](C)c3ccccc3)c(OC)c2)cc1OC
1034,CHEMBL3808684,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OC(=O)N(C)c3ccccc3)c(OC)c2)cc1OC
1035,CHEMBL3808874,COc1ccc(NC(=O)Oc2ccc(C[C@H]3C(=O)OC[C@@H]3Cc3ccc(OC)c(OC)c3)cc2OC)cc1
1036,CHEMBL3810193,COc1cccc(NC(=O)Oc2ccc(C[C@H]3C(=O)OC[C@@H]3Cc3ccc(OC)c(OC)c3)cc2OC)c1
1037,CHEMBL3808436,COc1ccccc1NC(=O)Oc1ccc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)cc1OC
1038,CHEMBL3808419,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OC(=O)Nc3ccc(Cl)cc3)c(OC)c2)cc1OC
1039,CHEMBL3808504,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OC(=O)Nc3cccc(Cl)c3)c(OC)c2)cc1OC
1040,CHEMBL3809580,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OC(=O)Nc3ccccc3Cl)c(OC)c2)cc1OC
1041,CHEMBL3808719,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OC(=O)Nc3cccc(C)c3)c(OC)c2)cc1OC
1042,CHEMBL3808626,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OC(=O)Nc3cccc(F)c3)c(OC)c2)cc1OC
1043,CHEMBL3809632,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OC(=O)Nc3cccc([N+](=O)[O-])c3)c(OC)c2)cc1OC
1044,CHEMBL3809522,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OC(=O)Nc3cccc(C#N)c3)c(OC)c2)cc1OC
1047,CHEMBL3808655,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OC(=O)Nc3cc(Cl)cc(Cl)c3)c(OC)c2)cc1OC
1048,CHEMBL3809295,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OC(=O)Nc3ccc(F)c(Cl)c3)c(OC)c2)cc1OC
1049,CHEMBL3809701,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OC(=O)Nc3cccc(Cl)c3C)c(OC)c2)cc1OC
1050,CHEMBL3809507,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OC(=O)Nc3ccc(C)c(Cl)c3)c(OC)c2)cc1OC
1052,CHEMBL1984884,Oc1ccccc1/N=C/c1c(O)ccc2ccccc12
1053,CHEMBL3818600,O=C1C(=Cc2ccc(N3CCN(C(=O)c4ccco4)CC3)cc2)C(=O)c2ccccc21
1054,CHEMBL3818091,O=C1C(=Cc2ccc(N3CCN(C(=O)c4ccccc4)CC3)cc2)C(=O)c2ccccc21
1055,CHEMBL3819593,Cc1ccc(N2CCN(c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)CC2)c(C)c1
1056,CHEMBL3818518,Cc1ccc(N2CCN(c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)CC2)cc1
1057,CHEMBL3819042,O=C1C(=Cc2ccc(N3CCN(c4ccc(Cl)cc4)CC3)cc2)C(=O)c2ccccc21
1058,CHEMBL3819316,O=C1C(=Cc2ccc(N3CCN(c4ccc(C(F)(F)F)cc4)CC3)cc2)C(=O)c2ccccc21
1059,CHEMBL3819571,O=C1C(=Cc2ccc(N3CCN(c4ccc(F)cc4)CC3)cc2)C(=O)c2ccccc21
1060,CHEMBL3818978,O=C1C(=Cc2ccc(N3CCN(c4ccccc4)CC3)cc2)C(=O)c2ccccc21
1061,CHEMBL3819454,O=C1C(=Cc2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C(=O)c2ccccc21
1062,CHEMBL3819248,O=C1C(=Cc2ccc(N3CCN(Cc4ccc5c(c4)OCO5)CC3)cc2)C(=O)c2ccccc21
1063,CHEMBL3817925,O=C1C(=Cc2ccc(N3CCN(c4ccccn4)CC3)cc2)C(=O)c2ccccc21
1064,CHEMBL3818053,O=C1C(=Cc2ccc(N3CCN(c4ncccn4)CC3)cc2)C(=O)c2ccccc21
1066,CHEMBL3822700,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)C1(C)CCc2c(C)c(O)c(C)c(C)c2O1)C(C)C)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)[C@@H](C)O
1067,CHEMBL3822709,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)C1(C)CCc2c(C)c(O)c(C)c(C)c2O1)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)[C@@H](C)O
1068,CHEMBL3823792,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)C1(C)CCc2c(C)c(O)c(C)c(C)c2O1)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)[C@@H](C)O
1069,CHEMBL3823952,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)C1(C)CCc2c(C)c(O)c(C)c(C)c2O1)C(C)C)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=O)O
1070,CHEMBL3823663,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)C1(C)CCc2c(C)c(O)c(C)c(C)c2O1)C(C)C)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=O)O
1071,CHEMBL3823141,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)C1(C)CCc2c(C)c(O)c(C)c(C)c2O1)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=O)O
1072,CHEMBL3824155,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)C1(C)CCc2c(C)c(O)c(C)c(C)c2O1)C(C)C)C(=O)N[C@@H](C)C(=O)O
1073,CHEMBL3822559,O=C(CC1CCN(Cc2ccccc2)CC1)NCCc1c[nH]c2ccccc12
1076,CHEMBL3823464,Cc1cccc(CN2CCC(CC(=O)NCCc3c[nH]c4ccccc34)CC2)c1
1080,CHEMBL3823858,O=C(CC1CCN(Cc2ccccc2Cl)CC1)NCCc1c[nH]c2ccccc12
1081,CHEMBL3823598,COc1ccc2[nH]cc(CCNC(=O)CC3CCN(Cc4ccccc4Cl)CC3)c2c1
1082,CHEMBL3823309,O=C(CC1CCN(Cc2cccc(Cl)c2)CC1)NCCc1c[nH]c2ccccc12
1083,CHEMBL3823191,COc1ccc2[nH]cc(CCNC(=O)CC3CCN(Cc4cccc(Cl)c4)CC3)c2c1
1084,CHEMBL3823430,O=C(CC1CCN(Cc2ccc(Cl)cc2)CC1)NCCc1c[nH]c2ccccc12
1085,CHEMBL3824237,COc1ccc2[nH]cc(CCNC(=O)CC3CCN(Cc4ccc(Cl)cc4)CC3)c2c1
1086,CHEMBL3824057,O=C(NCCc1c[nH]c2ccccc12)C1CCN(Cc2ccccc2)CC1
1088,CHEMBL3822890,Cc1ccccc1CN1CCC(C(=O)NCCc2c[nH]c3ccccc23)CC1
1089,CHEMBL3823578,COc1ccc2[nH]cc(CCNC(=O)C3CCN(Cc4ccccc4C)CC3)c2c1
1090,CHEMBL3822921,O=C(NCCc1c[nH]c2ccccc12)C1CCN(Cc2ccccc2[N+](=O)[O-])CC1
1091,CHEMBL3823251,COc1ccc2[nH]cc(CCNC(=O)C3CCN(Cc4ccccc4[N+](=O)[O-])CC3)c2c1
1092,CHEMBL3823197,O=C(CCc1c[nH]c2ccccc12)NC1CCN(Cc2ccccc2)CC1
1093,CHEMBL3824248,O=C(CCc1c[nH]c2ccccc12)NCCC1CCN(Cc2ccccc2)CC1
1094,CHEMBL149463,CC(=O)c1cc2ccccc2oc1=O
1095,CHEMBL3952071,C/C(=N\NC(N)=S)c1cc2ccccc2oc1=O
1096,CHEMBL449317,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O
1099,CHEMBL3957322,CCOC(=O)c1cnc2ccc(F)cc2c1N1CCN(c2ncccc2C#N)CC1
1101,CHEMBL3968318,CCOC(=O)c1cnc2ccc(OC)cc2c1N1CCN(c2ncccc2C#N)CC1
1102,CHEMBL3897201,CCOC(=O)c1cnc2ccc(C)cc2c1N1CCN(c2ncccc2C#N)CC1
1103,CHEMBL3936155,CCOC(=O)c1cnc2c(F)cccc2c1N1CCN(c2cc(C)nc3ncnn23)CC1
1104,CHEMBL3908209,CCOC(=O)c1cnc2ccc(F)cc2c1N1CCN(c2cc(C)nc3ncnn23)CC1
1106,CHEMBL3935074,CCOC(=O)c1cnc2ccc(OC)cc2c1N1CCN(c2cc(C)nc3ncnn23)CC1
1107,CHEMBL3953816,CCOC(=O)c1cnc2ccc(C)cc2c1N1CCN(c2cc(C)nc3ncnn23)CC1
1108,CHEMBL3892539,CN(C)c1ccc(-c2cc(=O)c3ccc(OCC(=O)NCCNc4c5c(nc6ccccc46)CCCC5)cc3o2)cc1
1110,CHEMBL3958981,CN(C)c1ccc(-c2cc(=O)c3ccc(OCC(=O)NCCCCNc4c5c(nc6ccccc46)CCCC5)cc3o2)cc1
1111,CHEMBL3922564,CN(C)c1ccc(-c2cc(=O)c3ccc(OCC(=O)NCCCCCCNc4c5c(nc6ccccc46)CCCC5)cc3o2)cc1
1112,CHEMBL3913567,CN(C)c1ccc(-c2cc(=O)c3ccc(OCC(=O)NCCN4CCCC4)cc3o2)cc1
1113,CHEMBL3941548,CN(C)c1ccc(-c2cc(=O)c3ccc(OCC(=O)NCCCN4CCCC4)cc3o2)cc1
1114,CHEMBL3904577,CN(C)c1ccc(-c2cc(=O)c3ccc(OCC(=O)NCCCCN4CCCC4)cc3o2)cc1
1115,CHEMBL3932576,CN(C)c1ccc(-c2cc(=O)c3ccc(OCC(=O)NCCCCCCN4CCCC4)cc3o2)cc1
1116,CHEMBL3897800,CN(C)CCNC(=O)COc1ccc2c(=O)cc(-c3ccc(N(C)C)cc3)oc2c1
1117,CHEMBL3895965,NCCCNCCCCNCCCNC(=O)CCC(=O)N1C/C(=C\c2ccccc2)C(=O)/C(=C/c2ccccc2)C1.O=C(O)C(F)(F)F
1118,CHEMBL3967235,COc1ccc(/C=C2/CN(C(=O)CCC(=O)NCCCNCCCCNCCCN)C/C(=C\c3ccc(OC)c(OC)c3)C2=O)cc1OC.O=C(O)C(F)(F)F
1119,CHEMBL3968185,NCCCNCCCCNCCCNC(=O)CCC(=O)N1C/C(=C/c2cccc(O)c2)C(=O)/C(=C/c2cccc(O)c2)C1.O=C(O)C(F)(F)F
1120,CHEMBL3938625,NCCCNCCCCNCCCNC(=O)CCC(=O)N1C/C(=C\c2ccc(O)cc2)C(=O)/C(=C/c2ccc(O)cc2)C1.O=C(O)C(F)(F)F
1121,CHEMBL3924989,COc1cc(/C=C2\CN(C(=O)CCC(=O)NCCCNCCCCNCCCN)C/C(=C\c3ccc(O)c(OC)c3)C2=O)ccc1O.O=C(O)C(F)(F)F
1122,CHEMBL340775,Cl.O=C1/C(=C/c2ccc(O)c(O)c2)CNC/C1=C\c1ccc(O)c(O)c1
1123,CHEMBL3976693,NCCCNCCCCNCCCNC(=O)CCC(=O)N1C/C(=C/c2ccc(O)c(O)c2)C(=O)/C(=C/c2ccc(O)c(O)c2)C1.O=C(O)C(F)(F)F
1124,CHEMBL3891123,CCCN(CC(=O)N(CCC)CC(=O)N(CC(=O)N(CC(=O)N(CCC)CC(=O)N(CC(=O)N(CC(N)=O)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1)C(=O)CNCCCCN
1125,CHEMBL3890998,CC[C@H](C)NCC(=O)N(CC(=O)N(CC(=O)N(CC(=O)N(CC(=O)N(CCCCN)CC(=O)N(CC(=O)N(CC(N)=O)[C@@H](C)c1ccccc1)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1
1127,CHEMBL170946,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(C)c3)CC1)C2
1128,CHEMBL3943450,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3F)CC1)C2
1129,CHEMBL3927363,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(F)c3)CC1)C2
1130,CHEMBL3891369,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ncccc3C)CC1)C2
1131,CHEMBL3919441,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(C)n3)CC1)C2
1133,CHEMBL3950063,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(O)c4ncccc34)CC1)C2
1134,CHEMBL3954861,c1ccc2c(-c3nccc4c3[nH]c3ccccc34)cccc2c1
1135,CHEMBL3894654,c1ccc2c(c1)[nH]c1c(C3CCCCC3)nccc12
1136,CHEMBL3947474,COc1ccc2[nH]c3c(C(=O)c4ccc(F)cc4)nccc3c2c1
1137,CHEMBL3946448,COc1ccc2[nH]c3c(C(=O)c4ccc(C(F)(F)F)cc4)nccc3c2c1
1139,CHEMBL3928577,Cc1ccc2[nH]c3c(-c4ccc(C(F)(F)F)cc4)nccc3c2c1
1140,CHEMBL3956167,Fc1ccc(-c2nccc3c2[nH]c2ccccc23)cc1
1141,CHEMBL3929646,COc1ccc2[nH]c3c(-c4ccc(C)cc4)nccc3c2c1
1142,CHEMBL3910719,COc1ccc2[nH]c3c(-c4ccccc4)nccc3c2c1
1143,CHEMBL3938663,Cc1ccc2[nH]c3c(-c4ccccc4)nccc3c2c1
1144,CHEMBL3975325,c1ccc(-c2nccc3c2[nH]c2ccccc23)cc1
1145,CHEMBL3742387,O=C(c1ccc(C(F)(F)F)cc1)c1nccc2c1[nH]c1ccccc12
1146,CHEMBL1682916,O=C(c1ccccc1)c1nccc2c1[nH]c1ccccc12
1147,CHEMBL3901694,COc1ccc2[nH]c3c(-c4ccc(F)cc4)nccc3c2c1
1148,CHEMBL3915915,C#CCN1CCCC(CNC(=O)c2ccc3ccccc3c2)C1
1149,CHEMBL3964515,C#CCN1CCCC(CN(CCOC)C(=O)c2ccc3ccccc3c2)C1
1150,CHEMBL3924905,C#CCN1CCCC(CN(CCCOC)C(=O)c2ccc3ccccc3c2)C1
1151,CHEMBL3980929,C#CCN1CCC(CNC(=O)c2ccc3ccccc3c2)CC1
1152,CHEMBL3952086,C#CCN1CCC(CN(CCOC)C(=O)c2ccc3ccccc3c2)CC1
1153,CHEMBL3972913,C#CCN1CCC(CN(CCCOC)C(=O)c2ccc3ccccc3c2)CC1
1154,CHEMBL3943366,C#CCN1CCCC(CNS(=O)(=O)c2ccc3ccccc3c2)C1
1155,CHEMBL3900751,C#CCN1CCCC(CN(CCOC)S(=O)(=O)c2ccc3ccccc3c2)C1
1156,CHEMBL3971906,C#CCN1CCCC(CN(CCCOC)S(=O)(=O)c2ccc3ccccc3c2)C1
1157,CHEMBL3891772,C#CCN1CCC(CNS(=O)(=O)c2ccc3ccccc3c2)CC1
1158,CHEMBL3960783,C#CCN1CCC(CN(CCOC)S(=O)(=O)c2ccc3ccccc3c2)CC1
1159,CHEMBL3918754,C#CCN1CCC(CN(CCCOC)S(=O)(=O)c2ccc3ccccc3c2)CC1
1160,CHEMBL3961309,COc1cc2c(cc1OC)C(=O)/C(=C/c1cccc(O)c1)CO2
1161,CHEMBL3924914,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN(C)C)c(O)c1)CO2
1162,CHEMBL3952627,CCN(CC)Cc1ccc(/C=C2\COc3cc(OC)c(OC)cc3C2=O)cc1O
1163,CHEMBL3915922,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN3CCCC3)c(O)c1)CO2
1164,CHEMBL3943883,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN3CCCCC3)c(O)c1)CO2
1165,CHEMBL3904918,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN3CCOCC3)c(O)c1)CO2
1167,CHEMBL3913913,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)c(O)c1)CO2
1168,CHEMBL3983738,COc1ccccc1CN(C)Cc1ccc(/C=C2\COc3cc(OC)c(OC)cc3C2=O)cc1O
1169,CHEMBL3984772,CCN(Cc1ccccc1)Cc1ccc(/C=C2\COc3cc(OC)c(OC)cc3C2=O)cc1O
1171,CHEMBL3928434,CCN(Cc1ccc(/C=C2\COc3cc(OC)c(OC)cc3C2=O)cc1O)Cc1ccccc1N(C)C
1172,CHEMBL3955220,CCN(CC)Cc1c(O)cccc1/C=C1\COc2cc(OC)c(OC)cc2C1=O
1173,CHEMBL3968181,COc1cc2c(cc1OC)C(=O)/C(=C/c1cccc(O)c1CN1CCOCC1)CO2
1174,CHEMBL3938618,COc1cc2c(cc1OC)C(=O)/C(=C/c1cccc(O)c1CN1CCN(C)CC1)CO2
1175,CHEMBL3965383,COc1ccccc1CN(C)Cc1c(O)cccc1/C=C1\COc2cc(OC)c(OC)cc2C1=O
1176,CHEMBL3939153,CCN(Cc1ccccc1)Cc1c(O)cccc1/C=C1\COc2cc(OC)c(OC)cc2C1=O
1178,CHEMBL2263059,CN(C)c1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1
1179,CHEMBL3883661,CN(C)C(=O)Oc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1
1180,CHEMBL3885433,CCN(CC)C(=O)Oc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1
1181,CHEMBL3884602,CN(C)c1ccc(/C=C/C(=O)c2ccc(OC(=O)N3CCCC3)cc2O)cc1
1182,CHEMBL3885071,CN(C)c1ccc(/C=C/C(=O)c2ccc(OC(=O)N3CCCCC3)cc2O)cc1
1183,CHEMBL3884796,CN(C)c1ccc(/C=C/C(=O)c2ccc(OC(=O)N3CCOCC3)cc2O)cc1
1184,CHEMBL3883374,CCN(C)C(=O)Oc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1
1185,CHEMBL3884870,CN1CCN(C(=O)Oc2ccc(C(=O)/C=C/c3ccc(N(C)C)cc3)c(O)c2)CC1
1186,CHEMBL3883500,CCN1CCN(C(=O)Oc2ccc(C(=O)/C=C/c3ccc(N(C)C)cc3)c(O)c2)CC1
1187,CHEMBL3885303,CN(C)c1ccc(/C=C/C(=O)c2ccc(OC(=O)N3CCN(Cc4ccccc4)CC3)cc2O)cc1
1188,CHEMBL3883596,CN(C)C(=O)Oc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(OC(=O)N(C)C)c1
1190,CHEMBL3883944,CN(C)c1ccc(/C=C/C(=O)c2ccc(OC(=O)N3CCCCC3)cc2OC(=O)N2CCCCC2)cc1
1191,CHEMBL3885129,CN(C)c1ccc(/C=C/C(=O)c2ccc(OC(=O)N3CCOCC3)cc2OC(=O)N2CCOCC2)cc1
1192,CHEMBL3884004,CCN(CC)c1ccc(/C=C/C(=O)c2ccc(OC(=O)N3CCCC3)cc2O)cc1
1194,CHEMBL3883650,O=C(/C=C/c1ccc(N2CCCCC2)cc1)c1ccc(OC(=O)N2CCCC2)cc1O
1196,CHEMBL3883958,OC[C@@H]1Cc2c([nH]c3ccccc23)CN1Cc1cn(C[C@@H]2Cc3c([nH]c4ccccc34)CN2)nn1
1197,CHEMBL3884327,O=C(/C=C/c1ccc(O)c(O)c1)NCc1cn(C[C@@H]2Cc3c([nH]c4ccccc34)CN2)nn1
1198,CHEMBL3884069,N[C@@H](Cc1c[nH]c2ccccc12)Cn1cc(-c2ccc(Cl)c(Cl)c2)nn1
1199,CHEMBL3885258,N[C@@H](Cc1c[nH]c2ccccc12)Cn1cc(CNC(=O)/C=C/c2ccc(O)c(O)c2)nn1
1200,CHEMBL3922423,O=C1c2ccccc2S(=O)(=O)N1CCCCCNCc1ccccc1
1201,CHEMBL3965700,O=C1c2ccccc2C(=O)N1CCN1CCN(Cc2ccccc2F)CC1
1202,CHEMBL3917827,O=C1c2ccccc2S(=O)(=O)N1CCN1CCN(Cc2ccccc2F)CC1
1203,CHEMBL3941498,O=C1c2ccccc2S(=O)(=O)N1CCN1CCN(CCc2ccccc2F)CC1
1204,CHEMBL3919222,O=C1c2ccccc2S(=O)(=O)N1CCN1CCCN(Cc2cc(F)cc(F)c2)C1
1205,CHEMBL3892707,O=C1c2ccccc2C(=O)N1CCN1CCCC(NCc2cc(F)cc(F)c2)C1
1206,CHEMBL3965447,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(c4ccccc4)CC3)cc1)C2
